id,study_id,synthesis,study,year,doi,journal,title,country,region,site,lat,lon,crop,cropFull,outcome,subOutcome,unit,practice,practiceDetail,comparator,cMean,cSD,cN,tMean,tSD,tN,lnRR,lnRR_SE,value,years
MD_Jones_21_A glo_Sc_424,JA_Sjogr_10_Effec_Jo,MD_Jones_21_A glo_Sc,Sjogren et al. 2010,2010,10.1007/s11676-010-0085-0,Journal of Forestry Research,Effects of improved fallow with Sesbania sesban on maize productivity and Striga hermonthica infestation in Western Kenya,Kenya,Eastern Africa,"Central Bunyore, Vihiga District",0.1,34.5667,Maize/Sesbania sesban,Maize/Sesbania sesban,Product Yield,Biomass Yield,t/ha,Agroforestry,Alleycropping,Monoculture,0.46998361471655703,0.09618664683282996,4.0,0.449465660807856,0.06602206700630198,4.0,-0.0446,0.126,-4.4,4.0
MD_Jones_21_A glo_Sc_425,JA_Sjogr_10_Effec_Jo,MD_Jones_21_A glo_Sc,Sjogren et al. 2010,2010,10.1007/s11676-010-0085-0,Journal of Forestry Research,Effects of improved fallow with Sesbania sesban on maize productivity and Striga hermonthica infestation in Western Kenya,Kenya,Eastern Africa,"Central Bunyore, Vihiga District",0.1,34.5667,Maize,Maize,Product Yield,Biomass Yield,t/ha,Bare Fallow,Bare Fallow,Monoculture,0.46998361471655703,0.09618664683282996,4.0,0.4252736006800173,0.11411539042271801,4.0,-0.1,0.1687,-9.5,4.0
MD_Jones_21_A glo_Sc_426,JA_Sjogr_10_Effec_Jo,MD_Jones_21_A glo_Sc,Sjogren et al. 2010,2010,10.1007/s11676-010-0085-0,Journal of Forestry Research,Effects of improved fallow with Sesbania sesban on maize productivity and Striga hermonthica infestation in Western Kenya,Kenya,Eastern Africa,"Central Bunyore, Vihiga District",0.1,34.5667,Maize,Maize,Product Yield,Biomass Yield,t/ha,Bare Fallow,Bare Fallow,Monoculture,0.46998361471655703,0.09618664683282996,4.0,0.4671707145213876,0.16814768005637004,4.0,-0.006,0.207,-0.6,4.0
MD_Jones_21_A glo_Sc_427,JA_Sjogr_10_Effec_Jo,MD_Jones_21_A glo_Sc,Sjogren et al. 2010,2010,10.1007/s11676-010-0085-0,Journal of Forestry Research,Effects of improved fallow with Sesbania sesban on maize productivity and Striga hermonthica infestation in Western Kenya,Kenya,Eastern Africa,"Central Bunyore, Vihiga District",0.1,34.5667,Maize,Maize,Product Yield,Biomass Yield,t/ha,No Fertilizers Applied,No Fertilizers Applied,External input dependency,0.6289879710768991,0.042042512260999976,4.0,0.46998361471655703,0.09618664683282996,4.0,-0.2914,0.1076,-25.3,4.0
MD_Jones_21_A glo_Sc_428,JA_Sjogr_10_Effec_Jo,MD_Jones_21_A glo_Sc,Sjogren et al. 2010,2010,10.1007/s11676-010-0085-0,Journal of Forestry Research,Effects of improved fallow with Sesbania sesban on maize productivity and Striga hermonthica infestation in Western Kenya,Kenya,Eastern Africa,"Central Bunyore, Vihiga District",0.1,34.5667,Maize/Sesbania sesban,Maize/Sesbania sesban,Product Yield,Biomass Yield,t/ha,Agroforestry,Alleycropping,Monoculture,0.6289879710768991,0.042042512260999976,4.0,0.6087943674889135,0.144190494298704,4.0,-0.0326,0.123,-3.2,4.0
MD_Jones_21_A glo_Sc_429,JA_Sjogr_10_Effec_Jo,MD_Jones_21_A glo_Sc,Sjogren et al. 2010,2010,10.1007/s11676-010-0085-0,Journal of Forestry Research,Effects of improved fallow with Sesbania sesban on maize productivity and Striga hermonthica infestation in Western Kenya,Kenya,Eastern Africa,"Central Bunyore, Vihiga District",0.1,34.5667,Maize/Sesbania sesban,Maize/Sesbania sesban,Product Yield,Biomass Yield,t/ha,Agroforestry,Alleycropping,Monoculture,0.6289879710768991,0.042042512260999976,4.0,0.449465660807856,0.06602206700630198,4.0,-0.3361,0.0807,-28.5,4.0
MD_Jones_21_A glo_Sc_430,JA_Sjogr_10_Effec_Jo,MD_Jones_21_A glo_Sc,Sjogren et al. 2010,2010,10.1007/s11676-010-0085-0,Journal of Forestry Research,Effects of improved fallow with Sesbania sesban on maize productivity and Striga hermonthica infestation in Western Kenya,Kenya,Eastern Africa,"Central Bunyore, Vihiga District",0.1,34.5667,Maize,Maize,Product Yield,Biomass Yield,t/ha,Bare Fallow,Bare Fallow,Monoculture,0.6289879710768991,0.042042512260999976,4.0,0.4252736006800173,0.11411539042271801,4.0,-0.3914,0.1383,-32.4,4.0
MD_Jones_21_A glo_Sc_431,JA_Sjogr_10_Effec_Jo,MD_Jones_21_A glo_Sc,Sjogren et al. 2010,2010,10.1007/s11676-010-0085-0,Journal of Forestry Research,Effects of improved fallow with Sesbania sesban on maize productivity and Striga hermonthica infestation in Western Kenya,Kenya,Eastern Africa,"Central Bunyore, Vihiga District",0.1,34.5667,Maize,Maize,Product Yield,Biomass Yield,t/ha,Bare Fallow,Bare Fallow,Monoculture,0.6289879710768991,0.042042512260999976,4.0,0.4671707145213876,0.16814768005637004,4.0,-0.2974,0.183,-25.7,4.0
MD_Jones_21_A glo_Sc_432,JA_Sjogr_10_Effec_Jo,MD_Jones_21_A glo_Sc,Sjogren et al. 2010,2010,10.1007/s11676-010-0085-0,Journal of Forestry Research,Effects of improved fallow with Sesbania sesban on maize productivity and Striga hermonthica infestation in Western Kenya,Kenya,Eastern Africa,"Central Bunyore, Vihiga District",0.1,34.5667,Maize/Sesbania sesban,Maize/Sesbania sesban,Product Yield,Biomass Yield,t/ha,Agroforestry,Alleycropping,Monoculture,0.30059445584641453,0.11413775941035409,4.0,0.2832584904288694,0.12007672562758998,4.0,-0.0594,0.2846,-5.8,4.0
MD_Jones_21_A glo_Sc_433,JA_Sjogr_10_Effec_Jo,MD_Jones_21_A glo_Sc,Sjogren et al. 2010,2010,10.1007/s11676-010-0085-0,Journal of Forestry Research,Effects of improved fallow with Sesbania sesban on maize productivity and Striga hermonthica infestation in Western Kenya,Kenya,Eastern Africa,"Central Bunyore, Vihiga District",0.1,34.5667,Maize/Sesbania sesban,Maize/Sesbania sesban,Product Yield,Biomass Yield,t/ha,Agroforestry,Alleycropping,Monoculture,0.30059445584641453,0.11413775941035409,4.0,0.22001577013628304,0.06001599382615802,4.0,-0.3121,0.2338,-26.8,4.0
MD_Jones_21_A glo_Sc_434,JA_Sjogr_10_Effec_Jo,MD_Jones_21_A glo_Sc,Sjogren et al. 2010,2010,10.1007/s11676-010-0085-0,Journal of Forestry Research,Effects of improved fallow with Sesbania sesban on maize productivity and Striga hermonthica infestation in Western Kenya,Kenya,Eastern Africa,"Central Bunyore, Vihiga District",0.1,34.5667,Maize,Maize,Product Yield,Biomass Yield,t/ha,Bare Fallow,Bare Fallow,Monoculture,0.30059445584641453,0.11413775941035409,4.0,0.2378550377756279,0.08415213148490996,4.0,-0.2341,0.2595,-20.9,4.0
MD_Jones_21_A glo_Sc_435,JA_Sjogr_10_Effec_Jo,MD_Jones_21_A glo_Sc,Sjogren et al. 2010,2010,10.1007/s11676-010-0085-0,Journal of Forestry Research,Effects of improved fallow with Sesbania sesban on maize productivity and Striga hermonthica infestation in Western Kenya,Kenya,Eastern Africa,"Central Bunyore, Vihiga District",0.1,34.5667,Maize,Maize,Product Yield,Biomass Yield,t/ha,Bare Fallow,Bare Fallow,Monoculture,0.30059445584641453,0.11413775941035409,4.0,0.23770963935599687,0.12612753678300398,4.0,-0.2347,0.3262,-20.9,4.0
MD_Jones_21_A glo_Sc_436,JA_Sjogr_10_Effec_Jo,MD_Jones_21_A glo_Sc,Sjogren et al. 2010,2010,10.1007/s11676-010-0085-0,Journal of Forestry Research,Effects of improved fallow with Sesbania sesban on maize productivity and Striga hermonthica infestation in Western Kenya,Kenya,Eastern Africa,"Central Bunyore, Vihiga District",0.1,34.5667,Maize,Maize,Product Yield,Biomass Yield,t/ha,No Fertilizers Applied,No Fertilizers Applied,External input dependency,0.6638164848254381,0.14410101834816214,4.0,0.30059445584641453,0.11413775941035409,4.0,-0.7922,0.2187,-54.7,4.0
MD_Jones_21_A glo_Sc_437,JA_Sjogr_10_Effec_Jo,MD_Jones_21_A glo_Sc,Sjogren et al. 2010,2010,10.1007/s11676-010-0085-0,Journal of Forestry Research,Effects of improved fallow with Sesbania sesban on maize productivity and Striga hermonthica infestation in Western Kenya,Kenya,Eastern Africa,"Central Bunyore, Vihiga District",0.1,34.5667,Maize/Sesbania sesban,Maize/Sesbania sesban,Product Yield,Biomass Yield,t/ha,Agroforestry,Alleycropping,Monoculture,0.6638164848254381,0.14410101834816214,4.0,0.2832584904288694,0.12007672562758998,4.0,-0.8516,0.2381,-57.3,4.0
MD_Jones_21_A glo_Sc_438,JA_Sjogr_10_Effec_Jo,MD_Jones_21_A glo_Sc,Sjogren et al. 2010,2010,10.1007/s11676-010-0085-0,Journal of Forestry Research,Effects of improved fallow with Sesbania sesban on maize productivity and Striga hermonthica infestation in Western Kenya,Kenya,Eastern Africa,"Central Bunyore, Vihiga District",0.1,34.5667,Maize/Sesbania sesban,Maize/Sesbania sesban,Product Yield,Biomass Yield,t/ha,Agroforestry,Alleycropping,Monoculture,0.6638164848254381,0.14410101834816214,4.0,0.22001577013628304,0.06001599382615802,4.0,-1.1043,0.1743,-66.9,4.0
MD_Jones_21_A glo_Sc_439,JA_Sjogr_10_Effec_Jo,MD_Jones_21_A glo_Sc,Sjogren et al. 2010,2010,10.1007/s11676-010-0085-0,Journal of Forestry Research,Effects of improved fallow with Sesbania sesban on maize productivity and Striga hermonthica infestation in Western Kenya,Kenya,Eastern Africa,"Central Bunyore, Vihiga District",0.1,34.5667,Maize,Maize,Product Yield,Biomass Yield,t/ha,Bare Fallow,Bare Fallow,Monoculture,0.6638164848254381,0.14410101834816214,4.0,0.2378550377756279,0.08415213148490996,4.0,-1.0263,0.2075,-64.2,4.0
MD_Jones_21_A glo_Sc_440,JA_Sjogr_10_Effec_Jo,MD_Jones_21_A glo_Sc,Sjogren et al. 2010,2010,10.1007/s11676-010-0085-0,Journal of Forestry Research,Effects of improved fallow with Sesbania sesban on maize productivity and Striga hermonthica infestation in Western Kenya,Kenya,Eastern Africa,"Central Bunyore, Vihiga District",0.1,34.5667,Maize,Maize,Product Yield,Biomass Yield,t/ha,Bare Fallow,Bare Fallow,Monoculture,0.6638164848254381,0.14410101834816214,4.0,0.23770963935599687,0.12612753678300398,4.0,-1.027,0.2866,-64.2,4.0
MD_Jones_21_A glo_Sc_441,JA_Sjogr_10_Effec_Jo,MD_Jones_21_A glo_Sc,Sjogren et al. 2010,2010,10.1007/s11676-010-0085-0,Journal of Forestry Research,Effects of improved fallow with Sesbania sesban on maize productivity and Striga hermonthica infestation in Western Kenya,Kenya,Eastern Africa,"Central Bunyore, Vihiga District",0.1,34.5667,Maize/Sesbania sesban,Maize/Sesbania sesban,Product Yield,Biomass Yield,t/ha,Agroforestry,Alleycropping,Monoculture,0.21930307868756585,0.036341556659996,4.0,0.5306182112577864,0.11515280994895205,4.0,0.8836,0.1365,142.0,4.0
MD_Jones_21_A glo_Sc_442,JA_Sjogr_10_Effec_Jo,MD_Jones_21_A glo_Sc,Sjogren et al. 2010,2010,10.1007/s11676-010-0085-0,Journal of Forestry Research,Effects of improved fallow with Sesbania sesban on maize productivity and Striga hermonthica infestation in Western Kenya,Kenya,Eastern Africa,"Central Bunyore, Vihiga District",0.1,34.5667,Maize/Sesbania sesban,Maize/Sesbania sesban,Product Yield,Biomass Yield,t/ha,Agroforestry,Alleycropping,Monoculture,0.21930307868756585,0.036341556659996,4.0,0.2913902444509411,0.07885623046303991,4.0,0.2842,0.1587,32.9,4.0
MD_Jones_21_A glo_Sc_443,JA_Sjogr_10_Effec_Jo,MD_Jones_21_A glo_Sc,Sjogren et al. 2010,2010,10.1007/s11676-010-0085-0,Journal of Forestry Research,Effects of improved fallow with Sesbania sesban on maize productivity and Striga hermonthica infestation in Western Kenya,Kenya,Eastern Africa,"Central Bunyore, Vihiga District",0.1,34.5667,Maize,Maize,Product Yield,Biomass Yield,t/ha,Bare Fallow,Bare Fallow,Monoculture,0.21930307868756585,0.036341556659996,4.0,0.30369150156295666,0.054613533631681976,4.0,0.3256,0.1223,38.5,4.0
MD_Jones_21_A glo_Sc_444,JA_Sjogr_10_Effec_Jo,MD_Jones_21_A glo_Sc,Sjogren et al. 2010,2010,10.1007/s11676-010-0085-0,Journal of Forestry Research,Effects of improved fallow with Sesbania sesban on maize productivity and Striga hermonthica infestation in Western Kenya,Kenya,Eastern Africa,"Central Bunyore, Vihiga District",0.1,34.5667,Maize,Maize,Product Yield,Biomass Yield,t/ha,Bare Fallow,Bare Fallow,Monoculture,0.21930307868756585,0.036341556659996,4.0,0.2827152719994599,0.09097757887871993,4.0,0.254,0.181,28.9,4.0
MD_Jones_21_A glo_Sc_445,JA_Sjogr_10_Effec_Jo,MD_Jones_21_A glo_Sc,Sjogren et al. 2010,2010,10.1007/s11676-010-0085-0,Journal of Forestry Research,Effects of improved fallow with Sesbania sesban on maize productivity and Striga hermonthica infestation in Western Kenya,Kenya,Eastern Africa,"Central Bunyore, Vihiga District",0.1,34.5667,Maize,Maize,Product Yield,Biomass Yield,t/ha,No Fertilizers Applied,No Fertilizers Applied,External input dependency,0.280123462342861,0.054456113522385996,4.0,0.21930307868756585,0.036341556659996,4.0,-0.2448,0.1277,-21.7,4.0
MD_Jones_21_A glo_Sc_446,JA_Sjogr_10_Effec_Jo,MD_Jones_21_A glo_Sc,Sjogren et al. 2010,2010,10.1007/s11676-010-0085-0,Journal of Forestry Research,Effects of improved fallow with Sesbania sesban on maize productivity and Striga hermonthica infestation in Western Kenya,Kenya,Eastern Africa,"Central Bunyore, Vihiga District",0.1,34.5667,Maize/Sesbania sesban,Maize/Sesbania sesban,Product Yield,Biomass Yield,t/ha,Agroforestry,Alleycropping,Monoculture,0.280123462342861,0.054456113522385996,4.0,0.5306182112577864,0.11515280994895205,4.0,0.6388,0.1457,89.4,4.0
MD_Jones_21_A glo_Sc_447,JA_Sjogr_10_Effec_Jo,MD_Jones_21_A glo_Sc,Sjogren et al. 2010,2010,10.1007/s11676-010-0085-0,Journal of Forestry Research,Effects of improved fallow with Sesbania sesban on maize productivity and Striga hermonthica infestation in Western Kenya,Kenya,Eastern Africa,"Central Bunyore, Vihiga District",0.1,34.5667,Maize/Sesbania sesban,Maize/Sesbania sesban,Product Yield,Biomass Yield,t/ha,Agroforestry,Alleycropping,Monoculture,0.280123462342861,0.054456113522385996,4.0,0.2913902444509411,0.07885623046303991,4.0,0.0394,0.1666,4.0,4.0
MD_Jones_21_A glo_Sc_448,JA_Sjogr_10_Effec_Jo,MD_Jones_21_A glo_Sc,Sjogren et al. 2010,2010,10.1007/s11676-010-0085-0,Journal of Forestry Research,Effects of improved fallow with Sesbania sesban on maize productivity and Striga hermonthica infestation in Western Kenya,Kenya,Eastern Africa,"Central Bunyore, Vihiga District",0.1,34.5667,Maize,Maize,Product Yield,Biomass Yield,t/ha,Bare Fallow,Bare Fallow,Monoculture,0.280123462342861,0.054456113522385996,4.0,0.30369150156295666,0.054613533631681976,4.0,0.0808,0.1324,8.4,4.0
MD_Jones_21_A glo_Sc_449,JA_Sjogr_10_Effec_Jo,MD_Jones_21_A glo_Sc,Sjogren et al. 2010,2010,10.1007/s11676-010-0085-0,Journal of Forestry Research,Effects of improved fallow with Sesbania sesban on maize productivity and Striga hermonthica infestation in Western Kenya,Kenya,Eastern Africa,"Central Bunyore, Vihiga District",0.1,34.5667,Maize,Maize,Product Yield,Biomass Yield,t/ha,Bare Fallow,Bare Fallow,Monoculture,0.280123462342861,0.054456113522385996,4.0,0.2827152719994599,0.09097757887871993,4.0,0.0092,0.188,0.9,4.0
MD_Jones_21_A glo_Sc_450,JA_Sjogr_10_Effec_Jo,MD_Jones_21_A glo_Sc,Sjogren et al. 2010,2010,10.1007/s11676-010-0085-0,Journal of Forestry Research,Effects of improved fallow with Sesbania sesban on maize productivity and Striga hermonthica infestation in Western Kenya,Kenya,Eastern Africa,"Central Bunyore, Vihiga District",0.1,34.5667,Maize/Sesbania sesban,Maize/Sesbania sesban,Product Yield,Biomass Yield,t/ha,Agroforestry,Alleycropping,Monoculture,0.23595025524546287,0.084871927496796,4.0,0.22606089909370963,0.042379742280794,4.0,-0.0428,0.2028,-4.2,4.0
MD_Jones_21_A glo_Sc_451,JA_Sjogr_10_Effec_Jo,MD_Jones_21_A glo_Sc,Sjogren et al. 2010,2010,10.1007/s11676-010-0085-0,Journal of Forestry Research,Effects of improved fallow with Sesbania sesban on maize productivity and Striga hermonthica infestation in Western Kenya,Kenya,Eastern Africa,"Central Bunyore, Vihiga District",0.1,34.5667,Maize/Sesbania sesban,Maize/Sesbania sesban,Product Yield,Biomass Yield,t/ha,Agroforestry,Alleycropping,Monoculture,0.23595025524546287,0.084871927496796,4.0,0.18683518114556863,0.048485393662716036,4.0,-0.2334,0.2218,-20.8,4.0
MD_Jones_21_A glo_Sc_452,JA_Sjogr_10_Effec_Jo,MD_Jones_21_A glo_Sc,Sjogren et al. 2010,2010,10.1007/s11676-010-0085-0,Journal of Forestry Research,Effects of improved fallow with Sesbania sesban on maize productivity and Striga hermonthica infestation in Western Kenya,Kenya,Eastern Africa,"Central Bunyore, Vihiga District",0.1,34.5667,Maize,Maize,Product Yield,Biomass Yield,t/ha,Bare Fallow,Bare Fallow,Monoculture,0.23595025524546287,0.084871927496796,4.0,0.1506847774754312,0.060606742078394005,4.0,-0.4484,0.2698,-36.1,4.0
MD_Jones_21_A glo_Sc_453,JA_Sjogr_10_Effec_Jo,MD_Jones_21_A glo_Sc,Sjogren et al. 2010,2010,10.1007/s11676-010-0085-0,Journal of Forestry Research,Effects of improved fallow with Sesbania sesban on maize productivity and Striga hermonthica infestation in Western Kenya,Kenya,Eastern Africa,"Central Bunyore, Vihiga District",0.1,34.5667,Maize,Maize,Product Yield,Biomass Yield,t/ha,Bare Fallow,Bare Fallow,Monoculture,0.23595025524546287,0.084871927496796,4.0,0.22362650954640495,0.05463602221872599,4.0,-0.0536,0.2174,-5.2,4.0
MD_Jones_21_A glo_Sc_454,JA_Sjogr_10_Effec_Jo,MD_Jones_21_A glo_Sc,Sjogren et al. 2010,2010,10.1007/s11676-010-0085-0,Journal of Forestry Research,Effects of improved fallow with Sesbania sesban on maize productivity and Striga hermonthica infestation in Western Kenya,Kenya,Eastern Africa,"Central Bunyore, Vihiga District",0.1,34.5667,Maize,Maize,Product Yield,Biomass Yield,t/ha,No Fertilizers Applied,No Fertilizers Applied,External input dependency,0.3816088335169901,0.06065171925247803,4.0,0.23595025524546287,0.084871927496796,4.0,-0.4808,0.1966,-38.2,4.0
MD_Jones_21_A glo_Sc_455,JA_Sjogr_10_Effec_Jo,MD_Jones_21_A glo_Sc,Sjogren et al. 2010,2010,10.1007/s11676-010-0085-0,Journal of Forestry Research,Effects of improved fallow with Sesbania sesban on maize productivity and Striga hermonthica infestation in Western Kenya,Kenya,Eastern Africa,"Central Bunyore, Vihiga District",0.1,34.5667,Maize/Sesbania sesban,Maize/Sesbania sesban,Product Yield,Biomass Yield,t/ha,Agroforestry,Alleycropping,Monoculture,0.3816088335169901,0.06065171925247803,4.0,0.22606089909370963,0.042379742280794,4.0,-0.5236,0.1229,-40.8,4.0
MD_Jones_21_A glo_Sc_456,JA_Sjogr_10_Effec_Jo,MD_Jones_21_A glo_Sc,Sjogren et al. 2010,2010,10.1007/s11676-010-0085-0,Journal of Forestry Research,Effects of improved fallow with Sesbania sesban on maize productivity and Striga hermonthica infestation in Western Kenya,Kenya,Eastern Africa,"Central Bunyore, Vihiga District",0.1,34.5667,Maize/Sesbania sesban,Maize/Sesbania sesban,Product Yield,Biomass Yield,t/ha,Agroforestry,Alleycropping,Monoculture,0.3816088335169901,0.06065171925247803,4.0,0.18683518114556863,0.048485393662716036,4.0,-0.7142,0.1522,-51.0,4.0
MD_Jones_21_A glo_Sc_457,JA_Sjogr_10_Effec_Jo,MD_Jones_21_A glo_Sc,Sjogren et al. 2010,2010,10.1007/s11676-010-0085-0,Journal of Forestry Research,Effects of improved fallow with Sesbania sesban on maize productivity and Striga hermonthica infestation in Western Kenya,Kenya,Eastern Africa,"Central Bunyore, Vihiga District",0.1,34.5667,Maize,Maize,Product Yield,Biomass Yield,t/ha,Bare Fallow,Bare Fallow,Monoculture,0.3816088335169901,0.06065171925247803,4.0,0.1506847774754312,0.060606742078394005,4.0,-0.9292,0.2162,-60.5,4.0
MD_Jones_21_A glo_Sc_458,JA_Sjogr_10_Effec_Jo,MD_Jones_21_A glo_Sc,Sjogren et al. 2010,2010,10.1007/s11676-010-0085-0,Journal of Forestry Research,Effects of improved fallow with Sesbania sesban on maize productivity and Striga hermonthica infestation in Western Kenya,Kenya,Eastern Africa,"Central Bunyore, Vihiga District",0.1,34.5667,Maize,Maize,Product Yield,Biomass Yield,t/ha,Bare Fallow,Bare Fallow,Monoculture,0.3816088335169901,0.06065171925247803,4.0,0.22362650954640495,0.05463602221872599,4.0,-0.5344,0.1457,-41.4,4.0
MD_Jones_21_A glo_Sc_459,JA_Sjogr_10_Effec_Jo,MD_Jones_21_A glo_Sc,Sjogren et al. 2010,2010,10.1007/s11676-010-0085-0,Journal of Forestry Research,Effects of improved fallow with Sesbania sesban on maize productivity and Striga hermonthica infestation in Western Kenya,Kenya,Eastern Africa,"Central Bunyore, Vihiga District",0.1,34.5667,Maize/Sesbania sesban,Maize/Sesbania sesban,Product Yield,Biomass Yield,t/ha,Agroforestry,Alleycropping,Monoculture,2.0110837777300823,0.5920300263611198,4.0,6.468760146829787,0.5498852548333399,4.0,1.1683,0.1532,221.7,4.0
MD_Jones_21_A glo_Sc_460,JA_Sjogr_10_Effec_Jo,MD_Jones_21_A glo_Sc,Sjogren et al. 2010,2010,10.1007/s11676-010-0085-0,Journal of Forestry Research,Effects of improved fallow with Sesbania sesban on maize productivity and Striga hermonthica infestation in Western Kenya,Kenya,Eastern Africa,"Central Bunyore, Vihiga District",0.1,34.5667,Maize/Sesbania sesban,Maize/Sesbania sesban,Product Yield,Biomass Yield,t/ha,Agroforestry,Alleycropping,Monoculture,2.0110837777300823,0.5920300263611198,4.0,2.1556626877335487,0.5918759321325,4.0,0.0694,0.2013,7.2,4.0
MD_Jones_21_A glo_Sc_461,JA_Sjogr_10_Effec_Jo,MD_Jones_21_A glo_Sc,Sjogren et al. 2010,2010,10.1007/s11676-010-0085-0,Journal of Forestry Research,Effects of improved fallow with Sesbania sesban on maize productivity and Striga hermonthica infestation in Western Kenya,Kenya,Eastern Africa,"Central Bunyore, Vihiga District",0.1,34.5667,Maize,Maize,Product Yield,Biomass Yield,t/ha,Bare Fallow,Bare Fallow,Monoculture,2.0110837777300823,0.5920300263611198,4.0,5.265707980430033,0.55019344329056,4.0,0.9625,0.1562,161.8,4.0
MD_Jones_21_A glo_Sc_462,JA_Sjogr_10_Effec_Jo,MD_Jones_21_A glo_Sc,Sjogren et al. 2010,2010,10.1007/s11676-010-0085-0,Journal of Forestry Research,Effects of improved fallow with Sesbania sesban on maize productivity and Striga hermonthica infestation in Western Kenya,Kenya,Eastern Africa,"Central Bunyore, Vihiga District",0.1,34.5667,Maize,Maize,Product Yield,Biomass Yield,t/ha,Bare Fallow,Bare Fallow,Monoculture,2.0110837777300823,0.5920300263611198,4.0,2.0731452283071103,0.7615336778440005,4.0,0.0304,0.2354,3.1,4.0
MD_Jones_21_A glo_Sc_463,JA_Sjogr_10_Effec_Jo,MD_Jones_21_A glo_Sc,Sjogren et al. 2010,2010,10.1007/s11676-010-0085-0,Journal of Forestry Research,Effects of improved fallow with Sesbania sesban on maize productivity and Striga hermonthica infestation in Western Kenya,Kenya,Eastern Africa,"Central Bunyore, Vihiga District",0.1,34.5667,Maize,Maize,Product Yield,Biomass Yield,t/ha,No Fertilizers Applied,No Fertilizers Applied,External input dependency,2.985113396842169,0.33823683182265984,4.0,2.0110837777300823,0.5920300263611198,4.0,-0.395,0.1577,-32.6,4.0
MD_Jones_21_A glo_Sc_464,JA_Sjogr_10_Effec_Jo,MD_Jones_21_A glo_Sc,Sjogren et al. 2010,2010,10.1007/s11676-010-0085-0,Journal of Forestry Research,Effects of improved fallow with Sesbania sesban on maize productivity and Striga hermonthica infestation in Western Kenya,Kenya,Eastern Africa,"Central Bunyore, Vihiga District",0.1,34.5667,Maize/Sesbania sesban,Maize/Sesbania sesban,Product Yield,Biomass Yield,t/ha,Agroforestry,Alleycropping,Monoculture,2.985113396842169,0.33823683182265984,4.0,6.468760146829787,0.5498852548333399,4.0,0.7733,0.0708,116.7,4.0
MD_Jones_21_A glo_Sc_465,JA_Sjogr_10_Effec_Jo,MD_Jones_21_A glo_Sc,Sjogren et al. 2010,2010,10.1007/s11676-010-0085-0,Journal of Forestry Research,Effects of improved fallow with Sesbania sesban on maize productivity and Striga hermonthica infestation in Western Kenya,Kenya,Eastern Africa,"Central Bunyore, Vihiga District",0.1,34.5667,Maize/Sesbania sesban,Maize/Sesbania sesban,Product Yield,Biomass Yield,t/ha,Agroforestry,Alleycropping,Monoculture,2.985113396842169,0.33823683182265984,4.0,2.1556626877335487,0.5918759321325,4.0,-0.3255,0.1485,-27.8,4.0
MD_Jones_21_A glo_Sc_466,JA_Sjogr_10_Effec_Jo,MD_Jones_21_A glo_Sc,Sjogren et al. 2010,2010,10.1007/s11676-010-0085-0,Journal of Forestry Research,Effects of improved fallow with Sesbania sesban on maize productivity and Striga hermonthica infestation in Western Kenya,Kenya,Eastern Africa,"Central Bunyore, Vihiga District",0.1,34.5667,Maize,Maize,Product Yield,Biomass Yield,t/ha,Bare Fallow,Bare Fallow,Monoculture,2.985113396842169,0.33823683182265984,4.0,5.265707980430033,0.55019344329056,4.0,0.5676,0.0771,76.4,4.0
MD_Jones_21_A glo_Sc_467,JA_Sjogr_10_Effec_Jo,MD_Jones_21_A glo_Sc,Sjogren et al. 2010,2010,10.1007/s11676-010-0085-0,Journal of Forestry Research,Effects of improved fallow with Sesbania sesban on maize productivity and Striga hermonthica infestation in Western Kenya,Kenya,Eastern Africa,"Central Bunyore, Vihiga District",0.1,34.5667,Maize,Maize,Product Yield,Biomass Yield,t/ha,Bare Fallow,Bare Fallow,Monoculture,2.985113396842169,0.33823683182265984,4.0,2.0731452283071103,0.7615336778440005,4.0,-0.3646,0.1922,-30.6,4.0
MD_Jones_21_A glo_Sc_468,JA_Sjogr_10_Effec_Jo,MD_Jones_21_A glo_Sc,Sjogren et al. 2010,2010,10.1007/s11676-010-0085-0,Journal of Forestry Research,Effects of improved fallow with Sesbania sesban on maize productivity and Striga hermonthica infestation in Western Kenya,Kenya,Eastern Africa,"Central Bunyore, Vihiga District",0.1,34.5667,Maize/Sesbania sesban,Maize/Sesbania sesban,Product Yield,Biomass Yield,t/ha,Agroforestry,Alleycropping,Monoculture,3.0559582184505825,0.5071241063910605,4.0,3.9180769040268126,1.0577798323674799,4.0,0.2485,0.1584,28.2,4.0
MD_Jones_21_A glo_Sc_469,JA_Sjogr_10_Effec_Jo,MD_Jones_21_A glo_Sc,Sjogren et al. 2010,2010,10.1007/s11676-010-0085-0,Journal of Forestry Research,Effects of improved fallow with Sesbania sesban on maize productivity and Striga hermonthica infestation in Western Kenya,Kenya,Eastern Africa,"Central Bunyore, Vihiga District",0.1,34.5667,Maize/Sesbania sesban,Maize/Sesbania sesban,Product Yield,Biomass Yield,t/ha,Agroforestry,Alleycropping,Monoculture,3.0559582184505825,0.5071241063910605,4.0,3.0312646183140997,0.5917218379038802,4.0,-0.0081,0.1281,-0.8,4.0
